"benchmark_log_id";"case_id";"event_index";"activity";"start_time";"end_time";"role";"resource";"text_content";"word_count";"template_id";"template_family";"slot_schema_json";"slot_values_json";"is_deviation";"deviation_type";"ground_truth_next_activity";"process_id";"regime"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00051";"4";"Authorize expense";"2026-01-15 14:31:00";"2026-01-15 14:42:00";"Director";"Rui Carvalho";"I authorize the expense for process PROC.2026.00005190, in the amount of 3.212,75€, under the applicable reference Article 16. The authorization is issued after validation of the administrative and budgetary elements, enabling the process to continue to the commitment stage.";"43";"AUT_T1";"AUT";"[""AMOUNT"", ""LEGAL_REF"", ""PROCESS_ID""]";"{""AMOUNT"": ""3.212,75€"", ""LEGAL_REF"": ""Article 16"", ""PROCESS_ID"": ""PROC.2026.00005190""}";"0";"none";"Commit expense";"PROC.2026.00005190";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00051";"5";"Commit expense";"2026-01-15 15:28:00";"2026-01-15 15:56:00";"Financial Officer";"Luís Ferreira";"Commitment COM.2026.00005161 was generated for process PROC.2026.00005190, in the amount of 3.212,75€. The commitment records the authorized expenditure in the financial system and confirms that the process has the necessary budgetary support to proceed to the order or contract stage.";"46";"COM_T1";"COM";"[""AMOUNT"", ""COMMITMENT_ID"", ""PROCESS_ID""]";"{""AMOUNT"": ""3.212,75€"", ""COMMITMENT_ID"": ""COM.2026.00005161"", ""PROCESS_ID"": ""PROC.2026.00005190""}";"0";"none";"Issue order";"PROC.2026.00005190";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00051";"6";"Issue order";"2026-01-15 16:34:00";"2026-01-15 16:45:00";"Procurement Officer";"Nuno Pinto";"Order ORD.2026.00005125 was issued for process PROC.2026.00005190. The order document reflects the validated request, the authorized expenditure, and the recorded financial commitment, and it is now available to support communication with the requester and the completion of the procurement procedure.";"44";"ORD_T1";"ORD";"[""ORDER_ID"", ""PROCESS_ID""]";"{""ORDER_ID"": ""ORD.2026.00005125"", ""PROCESS_ID"": ""PROC.2026.00005190""}";"0";"none";"Notify requester";"PROC.2026.00005190";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00051";"7";"Notify requester";"2026-01-15 17:37:00";"2026-01-15 18:11:00";"Administrative Officer";"Ana Silva";"Requester Bruno Costa was notified about the outcome of process PROC.2026.00005190. The communication includes the relevant administrative information and confirms that the preceding validation, authorization, commitment, and order activities have been completed, allowing the process to move toward closure.";"41";"NOT_T1";"NOT";"[""PROCESS_ID"", ""REQUESTER""]";"{""PROCESS_ID"": ""PROC.2026.00005190"", ""REQUESTER"": ""Bruno Costa""}";"0";"none";"Close";"PROC.2026.00005190";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00051";"8";"Close";"2026-01-15 18:57:00";"2026-01-15 19:27:00";"Administrative Officer";"Ana Silva";"Process PROC.2026.00005190 was closed and archived after completion of the required administrative, financial, and notification activities. No additional action is pending in the workflow, and the case history contains the necessary evidence to support future consultation or audit requirements.";"41";"CLO_T1";"CLO";"[""PROCESS_ID""]";"{""PROCESS_ID"": ""PROC.2026.00005190""}";"0";"none";"<END>";"PROC.2026.00005190";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00052";"1";"Register request";"2026-01-15 10:13:00";"2026-01-15 10:25:00";"Administrative Officer";"Ana Silva";"Request PROC.2026.00005291 was registered by Alice Martins for project Secure Archive, with an estimated amount of 4.834,00€. The case was opened with the available administrative information, assigned to the competent service, and prepared for subsequent validation of documents, budget information, and process eligibility.";"47";"REG_T1";"REG";"[""AMOUNT"", ""PROCESS_ID"", ""PROJECT"", ""REQUESTER""]";"{""AMOUNT"": ""4.834,00€"", ""PROCESS_ID"": ""PROC.2026.00005291"", ""PROJECT"": ""Secure Archive"", ""REQUESTER"": ""Alice Martins""}";"0";"none";"Validate request";"PROC.2026.00005291";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00052";"2";"Validate request";"2026-01-15 11:08:00";"2026-01-15 11:25:00";"Case Manager";"Paulo Santos";"The request PROC.2026.00005291 was validated on the basis of the submitted administrative elements. The information available in the case is sufficient to continue the workflow, allowing the process to proceed to budget checking without requiring additional clarification from the requester at this stage.";"45";"VAL_T1";"VAL";"[""PROCESS_ID""]";"{""PROCESS_ID"": ""PROC.2026.00005291""}";"0";"none";"Check budget";"PROC.2026.00005291";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00052";"3";"Check budget";"2026-01-15 12:27:00";"2026-01-15 12:57:00";"Financial Officer";"Sofia Lopes";"Budget availability was confirmed for process PROC.2026.00005291, in the amount of 4.834,00€, under budget record BUD.2026.00005241. The financial information was checked against the registered request, and no budgetary obstacle was identified for continuing the authorization and commitment stages.";"44";"BUD_T1";"BUD";"[""AMOUNT"", ""BUDGET_ID"", ""PROCESS_ID""]";"{""AMOUNT"": ""4.834,00€"", ""BUDGET_ID"": ""BUD.2026.00005241"", ""PROCESS_ID"": ""PROC.2026.00005291""}";"0";"none";"Authorize expense";"PROC.2026.00005291";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00052";"4";"Authorize expense";"2026-01-15 14:02:00";"2026-01-15 14:13:00";"Director";"Teresa Moreira";"I authorize the expense for process PROC.2026.00005291, in the amount of 4.834,00€, under the applicable reference DL 18/2008. The authorization is issued after validation of the administrative and budgetary elements, enabling the process to continue to the commitment stage.";"43";"AUT_T1";"AUT";"[""AMOUNT"", ""LEGAL_REF"", ""PROCESS_ID""]";"{""AMOUNT"": ""4.834,00€"", ""LEGAL_REF"": ""DL 18/2008"", ""PROCESS_ID"": ""PROC.2026.00005291""}";"0";"none";"Commit expense";"PROC.2026.00005291";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00052";"5";"Commit expense";"2026-01-15 15:10:00";"2026-01-15 15:42:00";"Financial Officer";"Sofia Lopes";"Commitment COM.2026.00005221 was generated for process PROC.2026.00005291, in the amount of 4.834,00€. The commitment records the authorized expenditure in the financial system and confirms that the process has the necessary budgetary support to proceed to the order or contract stage.";"46";"COM_T1";"COM";"[""AMOUNT"", ""COMMITMENT_ID"", ""PROCESS_ID""]";"{""AMOUNT"": ""4.834,00€"", ""COMMITMENT_ID"": ""COM.2026.00005221"", ""PROCESS_ID"": ""PROC.2026.00005291""}";"0";"none";"Issue order";"PROC.2026.00005291";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00052";"6";"Issue order";"2026-01-15 16:22:00";"2026-01-15 16:41:00";"Procurement Officer";"Nuno Pinto";"Order ORD.2026.00005281 was issued for process PROC.2026.00005291. The order document reflects the validated request, the authorized expenditure, and the recorded financial commitment, and it is now available to support communication with the requester and the completion of the procurement procedure.";"44";"ORD_T1";"ORD";"[""ORDER_ID"", ""PROCESS_ID""]";"{""ORDER_ID"": ""ORD.2026.00005281"", ""PROCESS_ID"": ""PROC.2026.00005291""}";"0";"none";"Notify requester";"PROC.2026.00005291";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00052";"7";"Notify requester";"2026-01-15 17:36:00";"2026-01-15 18:11:00";"Administrative Officer";"Ana Silva";"Requester Alice Martins was notified about the outcome of process PROC.2026.00005291. The communication includes the relevant administrative information and confirms that the preceding validation, authorization, commitment, and order activities have been completed, allowing the process to move toward closure.";"41";"NOT_T1";"NOT";"[""PROCESS_ID"", ""REQUESTER""]";"{""PROCESS_ID"": ""PROC.2026.00005291"", ""REQUESTER"": ""Alice Martins""}";"0";"none";"Close";"PROC.2026.00005291";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00052";"8";"Close";"2026-01-15 19:00:00";"2026-01-15 19:09:00";"Administrative Officer";"Ana Silva";"Process PROC.2026.00005291 was closed and archived after completion of the required administrative, financial, and notification activities. No additional action is pending in the workflow, and the case history contains the necessary evidence to support future consultation or audit requirements.";"41";"CLO_T1";"CLO";"[""PROCESS_ID""]";"{""PROCESS_ID"": ""PROC.2026.00005291""}";"0";"none";"<END>";"PROC.2026.00005291";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00053";"1";"Register request";"2026-01-15 09:53:00";"2026-01-15 10:07:00";"Administrative Officer";"João Ribeiro";"Request PROC.2026.00005345 was registered by Bruno Costa for project Secure Archive, with an estimated amount of 6.213,00€. The case was opened with the available administrative information, assigned to the competent service, and prepared for subsequent validation of documents, budget information, and process eligibility.";"47";"REG_T1";"REG";"[""AMOUNT"", ""PROCESS_ID"", ""PROJECT"", ""REQUESTER""]";"{""AMOUNT"": ""6.213,00€"", ""PROCESS_ID"": ""PROC.2026.00005345"", ""PROJECT"": ""Secure Archive"", ""REQUESTER"": ""Bruno Costa""}";"0";"none";"Validate request";"PROC.2026.00005345";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00053";"2";"Validate request";"2026-01-15 10:50:00";"2026-01-15 10:57:00";"Case Manager";"Paulo Santos";"The request PROC.2026.00005345 was validated on the basis of the submitted administrative elements. The information available in the case is sufficient to continue the workflow, allowing the process to proceed to budget checking without requiring additional clarification from the requester at this stage.";"45";"VAL_T1";"VAL";"[""PROCESS_ID""]";"{""PROCESS_ID"": ""PROC.2026.00005345""}";"0";"none";"Check budget";"PROC.2026.00005345";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00053";"3";"Check budget";"2026-01-15 11:31:00";"2026-01-15 11:53:00";"Financial Officer";"Luís Ferreira";"Budget availability was confirmed for process PROC.2026.00005345, in the amount of 6.213,00€, under budget record BUD.2026.00005342. The financial information was checked against the registered request, and no budgetary obstacle was identified for continuing the authorization and commitment stages.";"44";"BUD_T1";"BUD";"[""AMOUNT"", ""BUDGET_ID"", ""PROCESS_ID""]";"{""AMOUNT"": ""6.213,00€"", ""BUDGET_ID"": ""BUD.2026.00005342"", ""PROCESS_ID"": ""PROC.2026.00005345""}";"0";"none";"Authorize expense";"PROC.2026.00005345";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00053";"4";"Authorize expense";"2026-01-15 12:05:00";"2026-01-15 12:32:00";"Director";"Rui Carvalho";"Expense authorization is granted for process PROC.2026.00005345, corresponding to the amount of 6.213,00€. The decision is supported by the previously validated information and by the applicable legal reference Law 35/2014, allowing the financial commitment to be generated.";"41";"AUT_T2";"AUT";"[""AMOUNT"", ""LEGAL_REF"", ""PROCESS_ID""]";"{""AMOUNT"": ""6.213,00€"", ""LEGAL_REF"": ""Law 35/2014"", ""PROCESS_ID"": ""PROC.2026.00005345""}";"0";"none";"Commit expense";"PROC.2026.00005345";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00053";"5";"Commit expense";"2026-01-15 13:27:00";"2026-01-15 13:59:00";"Financial Officer";"Luís Ferreira";"Commitment COM.2026.00005328 was generated for process PROC.2026.00005345, in the amount of 6.213,00€. The commitment records the authorized expenditure in the financial system and confirms that the process has the necessary budgetary support to proceed to the order or contract stage.";"46";"COM_T1";"COM";"[""AMOUNT"", ""COMMITMENT_ID"", ""PROCESS_ID""]";"{""AMOUNT"": ""6.213,00€"", ""COMMITMENT_ID"": ""COM.2026.00005328"", ""PROCESS_ID"": ""PROC.2026.00005345""}";"0";"none";"Issue order";"PROC.2026.00005345";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00053";"6";"Issue order";"2026-01-15 15:04:00";"2026-01-15 15:29:00";"Procurement Officer";"Beatriz Correia";"Order ORD.2026.00005359 was issued for process PROC.2026.00005345. The order document reflects the validated request, the authorized expenditure, and the recorded financial commitment, and it is now available to support communication with the requester and the completion of the procurement procedure.";"44";"ORD_T1";"ORD";"[""ORDER_ID"", ""PROCESS_ID""]";"{""ORDER_ID"": ""ORD.2026.00005359"", ""PROCESS_ID"": ""PROC.2026.00005345""}";"0";"none";"Notify requester";"PROC.2026.00005345";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00053";"7";"Notify requester";"2026-01-15 16:14:00";"2026-01-15 16:22:00";"Administrative Officer";"Ana Silva";"Requester Bruno Costa was notified about the outcome of process PROC.2026.00005345. The communication includes the relevant administrative information and confirms that the preceding validation, authorization, commitment, and order activities have been completed, allowing the process to move toward closure.";"41";"NOT_T1";"NOT";"[""PROCESS_ID"", ""REQUESTER""]";"{""PROCESS_ID"": ""PROC.2026.00005345"", ""REQUESTER"": ""Bruno Costa""}";"0";"none";"Close";"PROC.2026.00005345";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00053";"8";"Close";"2026-01-15 16:58:00";"2026-01-15 17:13:00";"Administrative Officer";"João Ribeiro";"Process PROC.2026.00005345 was closed and archived after completion of the required administrative, financial, and notification activities. No additional action is pending in the workflow, and the case history contains the necessary evidence to support future consultation or audit requirements.";"41";"CLO_T1";"CLO";"[""PROCESS_ID""]";"{""PROCESS_ID"": ""PROC.2026.00005345""}";"0";"none";"<END>";"PROC.2026.00005345";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00054";"1";"Register request";"2026-01-15 10:54:00";"2026-01-15 11:23:00";"Administrative Officer";"João Ribeiro";"Request PROC.2026.00005464 was registered by Alice Martins for project Secure Archive, with an estimated amount of 6.215,25€. The case was opened with the available administrative information, assigned to the competent service, and prepared for subsequent validation of documents, budget information, and process eligibility.";"47";"REG_T1";"REG";"[""AMOUNT"", ""PROCESS_ID"", ""PROJECT"", ""REQUESTER""]";"{""AMOUNT"": ""6.215,25€"", ""PROCESS_ID"": ""PROC.2026.00005464"", ""PROJECT"": ""Secure Archive"", ""REQUESTER"": ""Alice Martins""}";"0";"none";"Validate request";"PROC.2026.00005464";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00054";"2";"Validate request";"2026-01-15 11:53:00";"2026-01-15 12:10:00";"Case Manager";"Carla Almeida";"Validation was completed for process PROC.2026.00005464, and the documentation was considered sufficient for further processing. The case remains consistent with the expected administrative requirements and may proceed to the next financial verification activity according to the prescribed workflow.";"40";"VAL_T2";"VAL";"[""PROCESS_ID""]";"{""PROCESS_ID"": ""PROC.2026.00005464""}";"0";"none";"Check budget";"PROC.2026.00005464";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00054";"3";"Check budget";"2026-01-15 12:26:00";"2026-01-15 13:00:00";"Financial Officer";"Sofia Lopes";"Budget availability was confirmed for process PROC.2026.00005464, in the amount of 6.215,25€, under budget record BUD.2026.00005497. The financial information was checked against the registered request, and no budgetary obstacle was identified for continuing the authorization and commitment stages.";"44";"BUD_T1";"BUD";"[""AMOUNT"", ""BUDGET_ID"", ""PROCESS_ID""]";"{""AMOUNT"": ""6.215,25€"", ""BUDGET_ID"": ""BUD.2026.00005497"", ""PROCESS_ID"": ""PROC.2026.00005464""}";"0";"none";"Authorize expense";"PROC.2026.00005464";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00054";"4";"Authorize expense";"2026-01-15 14:01:00";"2026-01-15 14:25:00";"Director";"Teresa Moreira";"I authorize the expense for process PROC.2026.00005464, in the amount of 6.215,25€, under the applicable reference Article 16. The authorization is issued after validation of the administrative and budgetary elements, enabling the process to continue to the commitment stage.";"43";"AUT_T1";"AUT";"[""AMOUNT"", ""LEGAL_REF"", ""PROCESS_ID""]";"{""AMOUNT"": ""6.215,25€"", ""LEGAL_REF"": ""Article 16"", ""PROCESS_ID"": ""PROC.2026.00005464""}";"0";"none";"Commit expense";"PROC.2026.00005464";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00054";"5";"Commit expense";"2026-01-15 14:49:00";"2026-01-15 15:06:00";"Financial Officer";"Luís Ferreira";"Commitment COM.2026.00005416 was generated for process PROC.2026.00005464, in the amount of 6.215,25€. The commitment records the authorized expenditure in the financial system and confirms that the process has the necessary budgetary support to proceed to the order or contract stage.";"46";"COM_T1";"COM";"[""AMOUNT"", ""COMMITMENT_ID"", ""PROCESS_ID""]";"{""AMOUNT"": ""6.215,25€"", ""COMMITMENT_ID"": ""COM.2026.00005416"", ""PROCESS_ID"": ""PROC.2026.00005464""}";"0";"none";"Issue order";"PROC.2026.00005464";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00054";"6";"Issue order";"2026-01-15 15:26:00";"2026-01-15 15:47:00";"Procurement Officer";"Beatriz Correia";"Order ORD.2026.00005456 was issued for process PROC.2026.00005464. The order document reflects the validated request, the authorized expenditure, and the recorded financial commitment, and it is now available to support communication with the requester and the completion of the procurement procedure.";"44";"ORD_T1";"ORD";"[""ORDER_ID"", ""PROCESS_ID""]";"{""ORDER_ID"": ""ORD.2026.00005456"", ""PROCESS_ID"": ""PROC.2026.00005464""}";"0";"none";"Notify requester";"PROC.2026.00005464";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00054";"7";"Notify requester";"2026-01-15 16:44:00";"2026-01-15 17:01:00";"Administrative Officer";"Ana Silva";"Requester Alice Martins was notified about the outcome of process PROC.2026.00005464. The communication includes the relevant administrative information and confirms that the preceding validation, authorization, commitment, and order activities have been completed, allowing the process to move toward closure.";"41";"NOT_T1";"NOT";"[""PROCESS_ID"", ""REQUESTER""]";"{""PROCESS_ID"": ""PROC.2026.00005464"", ""REQUESTER"": ""Alice Martins""}";"0";"none";"Close";"PROC.2026.00005464";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00054";"8";"Close";"2026-01-15 17:37:00";"2026-01-15 18:03:00";"Administrative Officer";"Ana Silva";"Administrative closure was recorded for process PROC.2026.00005464. The case has completed the prescribed sequence of validation, budget verification, authorization, commitment, order issuing, and notification, and it is now considered finalized for operational and reporting purposes.";"37";"CLO_T2";"CLO";"[""PROCESS_ID""]";"{""PROCESS_ID"": ""PROC.2026.00005464""}";"0";"none";"<END>";"PROC.2026.00005464";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00055";"1";"Register request";"2026-01-16 11:00:00";"2026-01-16 11:33:00";"Administrative Officer";"Ana Silva";"Request PROC.2026.00005548 was registered by Diogo Almeida for project Student Portal, with an estimated amount of 4.068,25€. The case was opened with the available administrative information, assigned to the competent service, and prepared for subsequent validation of documents, budget information, and process eligibility.";"47";"REG_T1";"REG";"[""AMOUNT"", ""PROCESS_ID"", ""PROJECT"", ""REQUESTER""]";"{""AMOUNT"": ""4.068,25€"", ""PROCESS_ID"": ""PROC.2026.00005548"", ""PROJECT"": ""Student Portal"", ""REQUESTER"": ""Diogo Almeida""}";"0";"none";"Validate request";"PROC.2026.00005548";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00055";"2";"Validate request";"2026-01-16 11:58:00";"2026-01-16 12:33:00";"Case Manager";"Paulo Santos";"The request PROC.2026.00005548 was validated on the basis of the submitted administrative elements. The information available in the case is sufficient to continue the workflow, allowing the process to proceed to budget checking without requiring additional clarification from the requester at this stage.";"45";"VAL_T1";"VAL";"[""PROCESS_ID""]";"{""PROCESS_ID"": ""PROC.2026.00005548""}";"0";"none";"Check budget";"PROC.2026.00005548";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00055";"3";"Check budget";"2026-01-16 12:52:00";"2026-01-16 13:18:00";"Financial Officer";"Sofia Lopes";"Budget availability was confirmed for process PROC.2026.00005548, in the amount of 4.068,25€, under budget record BUD.2026.00005583. The financial information was checked against the registered request, and no budgetary obstacle was identified for continuing the authorization and commitment stages.";"44";"BUD_T1";"BUD";"[""AMOUNT"", ""BUDGET_ID"", ""PROCESS_ID""]";"{""AMOUNT"": ""4.068,25€"", ""BUDGET_ID"": ""BUD.2026.00005583"", ""PROCESS_ID"": ""PROC.2026.00005548""}";"0";"none";"Authorize expense";"PROC.2026.00005548";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00055";"4";"Authorize expense";"2026-01-16 14:19:00";"2026-01-16 14:49:00";"Director";"Rui Carvalho";"I authorize the expense for process PROC.2026.00005548, in the amount of 4.068,25€, under the applicable reference Article 16. The authorization is issued after validation of the administrative and budgetary elements, enabling the process to continue to the commitment stage.";"43";"AUT_T1";"AUT";"[""AMOUNT"", ""LEGAL_REF"", ""PROCESS_ID""]";"{""AMOUNT"": ""4.068,25€"", ""LEGAL_REF"": ""Article 16"", ""PROCESS_ID"": ""PROC.2026.00005548""}";"0";"none";"Commit expense";"PROC.2026.00005548";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00055";"5";"Commit expense";"2026-01-16 15:11:00";"2026-01-16 15:35:00";"Financial Officer";"Sofia Lopes";"Commitment COM.2026.00005558 was generated for process PROC.2026.00005548, in the amount of 4.068,25€. The commitment records the authorized expenditure in the financial system and confirms that the process has the necessary budgetary support to proceed to the order or contract stage.";"46";"COM_T1";"COM";"[""AMOUNT"", ""COMMITMENT_ID"", ""PROCESS_ID""]";"{""AMOUNT"": ""4.068,25€"", ""COMMITMENT_ID"": ""COM.2026.00005558"", ""PROCESS_ID"": ""PROC.2026.00005548""}";"0";"none";"Issue order";"PROC.2026.00005548";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00055";"6";"Issue order";"2026-01-16 16:15:00";"2026-01-16 16:26:00";"Procurement Officer";"Nuno Pinto";"Order ORD.2026.00005583 was issued for process PROC.2026.00005548. The order document reflects the validated request, the authorized expenditure, and the recorded financial commitment, and it is now available to support communication with the requester and the completion of the procurement procedure.";"44";"ORD_T1";"ORD";"[""ORDER_ID"", ""PROCESS_ID""]";"{""ORDER_ID"": ""ORD.2026.00005583"", ""PROCESS_ID"": ""PROC.2026.00005548""}";"0";"none";"Notify requester";"PROC.2026.00005548";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00055";"7";"Notify requester";"2026-01-16 17:03:00";"2026-01-16 17:25:00";"Administrative Officer";"Ana Silva";"Requester Diogo Almeida was notified about the outcome of process PROC.2026.00005548. The communication includes the relevant administrative information and confirms that the preceding validation, authorization, commitment, and order activities have been completed, allowing the process to move toward closure.";"41";"NOT_T1";"NOT";"[""PROCESS_ID"", ""REQUESTER""]";"{""PROCESS_ID"": ""PROC.2026.00005548"", ""REQUESTER"": ""Diogo Almeida""}";"0";"none";"Close";"PROC.2026.00005548";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00055";"8";"Close";"2026-01-16 17:46:00";"2026-01-16 18:07:00";"Administrative Officer";"Ana Silva";"Process PROC.2026.00005548 was closed and archived after completion of the required administrative, financial, and notification activities. No additional action is pending in the workflow, and the case history contains the necessary evidence to support future consultation or audit requirements.";"41";"CLO_T1";"CLO";"[""PROCESS_ID""]";"{""PROCESS_ID"": ""PROC.2026.00005548""}";"0";"none";"<END>";"PROC.2026.00005548";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00056";"1";"Register request";"2026-01-16 11:04:00";"2026-01-16 11:16:00";"Administrative Officer";"Ana Silva";"Request PROC.2026.00005691 was registered by Alice Martins for project Digital Campus, with an estimated amount of 8.230,75€. The case was opened with the available administrative information, assigned to the competent service, and prepared for subsequent validation of documents, budget information, and process eligibility.";"47";"REG_T1";"REG";"[""AMOUNT"", ""PROCESS_ID"", ""PROJECT"", ""REQUESTER""]";"{""AMOUNT"": ""8.230,75€"", ""PROCESS_ID"": ""PROC.2026.00005691"", ""PROJECT"": ""Digital Campus"", ""REQUESTER"": ""Alice Martins""}";"0";"none";"Validate request";"PROC.2026.00005691";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00056";"2";"Validate request";"2026-01-16 12:12:00";"2026-01-16 12:28:00";"Case Manager";"Carla Almeida";"The request PROC.2026.00005691 was validated on the basis of the submitted administrative elements. The information available in the case is sufficient to continue the workflow, allowing the process to proceed to budget checking without requiring additional clarification from the requester at this stage.";"45";"VAL_T1";"VAL";"[""PROCESS_ID""]";"{""PROCESS_ID"": ""PROC.2026.00005691""}";"0";"none";"Check budget";"PROC.2026.00005691";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00056";"3";"Check budget";"2026-01-16 12:59:00";"2026-01-16 13:12:00";"Financial Officer";"Sofia Lopes";"Budget availability was confirmed for process PROC.2026.00005691, in the amount of 8.230,75€, under budget record BUD.2026.00005656. The financial information was checked against the registered request, and no budgetary obstacle was identified for continuing the authorization and commitment stages.";"44";"BUD_T1";"BUD";"[""AMOUNT"", ""BUDGET_ID"", ""PROCESS_ID""]";"{""AMOUNT"": ""8.230,75€"", ""BUDGET_ID"": ""BUD.2026.00005656"", ""PROCESS_ID"": ""PROC.2026.00005691""}";"0";"none";"Authorize expense";"PROC.2026.00005691";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00056";"4";"Authorize expense";"2026-01-16 14:07:00";"2026-01-16 14:17:00";"Director";"Rui Carvalho";"Expense authorization is granted for process PROC.2026.00005691, corresponding to the amount of 8.230,75€. The decision is supported by the previously validated information and by the applicable legal reference Article 16, allowing the financial commitment to be generated.";"41";"AUT_T2";"AUT";"[""AMOUNT"", ""LEGAL_REF"", ""PROCESS_ID""]";"{""AMOUNT"": ""8.230,75€"", ""LEGAL_REF"": ""Article 16"", ""PROCESS_ID"": ""PROC.2026.00005691""}";"0";"none";"Commit expense";"PROC.2026.00005691";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00056";"5";"Commit expense";"2026-01-16 14:47:00";"2026-01-16 15:21:00";"Financial Officer";"Sofia Lopes";"The expense associated with process PROC.2026.00005691 was committed under reference COM.2026.00005689 for project Digital Campus. This step records the authorized amount in the financial workflow and enables the procurement activity to continue with the issuing of the order.";"42";"COM_T2";"COM";"[""COMMITMENT_ID"", ""PROCESS_ID"", ""PROJECT""]";"{""COMMITMENT_ID"": ""COM.2026.00005689"", ""PROCESS_ID"": ""PROC.2026.00005691"", ""PROJECT"": ""Digital Campus""}";"0";"none";"Issue order";"PROC.2026.00005691";"controlled_reference_prescribed"
